agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	number2	number3	completed
De automobilisten denken dat de winnaar bij het raam de persoon hoort	De automobilisten denken dat de winnaar bij het raam de persoon horen	hoort	horen	5	11	plural	singular	singular	De automobilisten denken dat de winnaar bij het raam de persoon hoort.
De personen wensen dat de inwoner achter de vrachtwagen de persoon hoort	De personen wensen dat de inwoner achter de vrachtwagen de persoon horen	hoort	horen	5	11	plural	singular	singular	De personen wensen dat de inwoner achter de vrachtwagen de persoon hoort.
De automobilisten wensen dat de meid bij de stoel de persoon verleidt	De automobilisten wensen dat de meid bij de stoel de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De automobilisten wensen dat de meid bij de stoel de persoon verleidt.
De werkgevers zien dat de inwoner achter de boom de persoon stimuleert	De werkgevers zien dat de inwoner achter de boom de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers zien dat de inwoner achter de boom de persoon stimuleert.
De automobilisten denken dat de advocaat achter de vrachtwagen de persoon verleidt	De automobilisten denken dat de advocaat achter de vrachtwagen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De automobilisten denken dat de advocaat achter de vrachtwagen de persoon verleidt.
De automobilisten wensen dat de winnaar naast de vrachtwagen de persoon bekritiseert	De automobilisten wensen dat de winnaar naast de vrachtwagen de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten wensen dat de winnaar naast de vrachtwagen de persoon bekritiseert.
De werkgevers wensen dat de advocaat achter de fiets de persoon kent	De werkgevers wensen dat de advocaat achter de fiets de persoon kennen	kent	kennen	5	11	plural	singular	singular	De werkgevers wensen dat de advocaat achter de fiets de persoon kent.
De personen willen dat de meid op de fiets de persoon hoort	De personen willen dat de meid op de fiets de persoon horen	hoort	horen	5	11	plural	singular	singular	De personen willen dat de meid op de fiets de persoon hoort.
De automobilisten denken dat de inwoner op het raam de persoon kent	De automobilisten denken dat de inwoner op het raam de persoon kennen	kent	kennen	5	11	plural	singular	singular	De automobilisten denken dat de inwoner op het raam de persoon kent.
De werkgevers wensen dat de jongen naast de tafel de persoon roept	De werkgevers wensen dat de jongen naast de tafel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De werkgevers wensen dat de jongen naast de tafel de persoon roept.
De automobilisten willen dat de inwoner op de vrachtwagen de persoon roept	De automobilisten willen dat de inwoner op de vrachtwagen de persoon roepen	roept	roepen	5	11	plural	singular	singular	De automobilisten willen dat de inwoner op de vrachtwagen de persoon roept.
De personen denken dat de winnaar op de tafel de persoon hoort	De personen denken dat de winnaar op de tafel de persoon horen	hoort	horen	5	11	plural	singular	singular	De personen denken dat de winnaar op de tafel de persoon hoort.
De automobilisten zien dat de meid op de vrachtwagen de persoon stimuleert	De automobilisten zien dat de meid op de vrachtwagen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De automobilisten zien dat de meid op de vrachtwagen de persoon stimuleert.
De werkgevers denken dat de man bij het bureau de persoon hoort	De werkgevers denken dat de man bij het bureau de persoon horen	hoort	horen	5	11	plural	singular	singular	De werkgevers denken dat de man bij het bureau de persoon hoort.
De automobilisten geloven dat de man achter de tafel de persoon hoort	De automobilisten geloven dat de man achter de tafel de persoon horen	hoort	horen	5	11	plural	singular	singular	De automobilisten geloven dat de man achter de tafel de persoon hoort.
De personen willen dat de meid naast de tafel de persoon bekritiseert	De personen willen dat de meid naast de tafel de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De personen willen dat de meid naast de tafel de persoon bekritiseert.
De personen wensen dat de advocaat op het bureau de persoon stimuleert	De personen wensen dat de advocaat op het bureau de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De personen wensen dat de advocaat op het bureau de persoon stimuleert.
De automobilisten willen dat de inwoner op het bureau de persoon steunt	De automobilisten willen dat de inwoner op het bureau de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De automobilisten willen dat de inwoner op het bureau de persoon steunt.
De personen geloven dat de boer bij de vrachtwagen de persoon kent	De personen geloven dat de boer bij de vrachtwagen de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen geloven dat de boer bij de vrachtwagen de persoon kent.
De personen willen dat de man bij het raam de persoon bekritiseert	De personen willen dat de man bij het raam de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De personen willen dat de man bij het raam de persoon bekritiseert.
De werkgevers denken dat de man op de tafel de persoon verleidt	De werkgevers denken dat de man op de tafel de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De werkgevers denken dat de man op de tafel de persoon verleidt.
De automobilisten willen dat de jongen achter het bureau de persoon kent	De automobilisten willen dat de jongen achter het bureau de persoon kennen	kent	kennen	5	11	plural	singular	singular	De automobilisten willen dat de jongen achter het bureau de persoon kent.
De personen geloven dat de advocaat op de tafel de persoon steunt	De personen geloven dat de advocaat op de tafel de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen geloven dat de advocaat op de tafel de persoon steunt.
De personen denken dat de schrijver op de tafel de persoon kent	De personen denken dat de schrijver op de tafel de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen denken dat de schrijver op de tafel de persoon kent.
De personen geloven dat de boer op de tafel de persoon bekritiseert	De personen geloven dat de boer op de tafel de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De personen geloven dat de boer op de tafel de persoon bekritiseert.
De personen denken dat de schrijver bij het bureau de persoon steunt	De personen denken dat de schrijver bij het bureau de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen denken dat de schrijver bij het bureau de persoon steunt.
De automobilisten wensen dat de advocaat naast de boom de persoon verleidt	De automobilisten wensen dat de advocaat naast de boom de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De automobilisten wensen dat de advocaat naast de boom de persoon verleidt.
De personen denken dat de jongen naast de fiets de persoon steunt	De personen denken dat de jongen naast de fiets de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen denken dat de jongen naast de fiets de persoon steunt.
De automobilisten denken dat de inwoner bij de tafel de persoon roept	De automobilisten denken dat de inwoner bij de tafel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De automobilisten denken dat de inwoner bij de tafel de persoon roept.
De automobilisten denken dat de schrijver op het raam de persoon bekritiseert	De automobilisten denken dat de schrijver op het raam de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten denken dat de schrijver op het raam de persoon bekritiseert.
De werkgevers willen dat de boer bij het raam de persoon hoort	De werkgevers willen dat de boer bij het raam de persoon horen	hoort	horen	5	11	plural	singular	singular	De werkgevers willen dat de boer bij het raam de persoon hoort.
De werkgevers denken dat de meid op het bureau de persoon stimuleert	De werkgevers denken dat de meid op het bureau de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers denken dat de meid op het bureau de persoon stimuleert.
De automobilisten wensen dat de jongen bij het bureau de persoon steunt	De automobilisten wensen dat de jongen bij het bureau de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De automobilisten wensen dat de jongen bij het bureau de persoon steunt.
De automobilisten geloven dat de man bij de tafel de persoon roept	De automobilisten geloven dat de man bij de tafel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De automobilisten geloven dat de man bij de tafel de persoon roept.
De automobilisten wensen dat de inwoner op het raam de persoon stimuleert	De automobilisten wensen dat de inwoner op het raam de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De automobilisten wensen dat de inwoner op het raam de persoon stimuleert.
De personen wensen dat de schrijver bij het raam de persoon steunt	De personen wensen dat de schrijver bij het raam de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen wensen dat de schrijver bij het raam de persoon steunt.
De automobilisten geloven dat de schrijver achter de fiets de persoon kent	De automobilisten geloven dat de schrijver achter de fiets de persoon kennen	kent	kennen	5	11	plural	singular	singular	De automobilisten geloven dat de schrijver achter de fiets de persoon kent.
De automobilisten wensen dat de inwoner achter de vrachtwagen de persoon hoort	De automobilisten wensen dat de inwoner achter de vrachtwagen de persoon horen	hoort	horen	5	11	plural	singular	singular	De automobilisten wensen dat de inwoner achter de vrachtwagen de persoon hoort.
De werkgevers geloven dat de winnaar bij de vrachtwagen de persoon hoort	De werkgevers geloven dat de winnaar bij de vrachtwagen de persoon horen	hoort	horen	5	11	plural	singular	singular	De werkgevers geloven dat de winnaar bij de vrachtwagen de persoon hoort.
De werkgevers denken dat de schrijver naast de tafel de persoon kent	De werkgevers denken dat de schrijver naast de tafel de persoon kennen	kent	kennen	5	11	plural	singular	singular	De werkgevers denken dat de schrijver naast de tafel de persoon kent.
De werkgevers denken dat de advocaat op de tafel de persoon stimuleert	De werkgevers denken dat de advocaat op de tafel de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers denken dat de advocaat op de tafel de persoon stimuleert.
De automobilisten geloven dat de meid bij de vrachtwagen de persoon kent	De automobilisten geloven dat de meid bij de vrachtwagen de persoon kennen	kent	kennen	5	11	plural	singular	singular	De automobilisten geloven dat de meid bij de vrachtwagen de persoon kent.
De automobilisten denken dat de inwoner op het bureau de persoon hoort	De automobilisten denken dat de inwoner op het bureau de persoon horen	hoort	horen	5	11	plural	singular	singular	De automobilisten denken dat de inwoner op het bureau de persoon hoort.
De personen geloven dat de schrijver op de fiets de persoon bekritiseert	De personen geloven dat de schrijver op de fiets de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De personen geloven dat de schrijver op de fiets de persoon bekritiseert.
De automobilisten willen dat de boer bij de fiets de persoon steunt	De automobilisten willen dat de boer bij de fiets de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De automobilisten willen dat de boer bij de fiets de persoon steunt.
De werkgevers willen dat de man bij de boom de persoon stimuleert	De werkgevers willen dat de man bij de boom de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers willen dat de man bij de boom de persoon stimuleert.
De automobilisten wensen dat de meid bij de boom de persoon hoort	De automobilisten wensen dat de meid bij de boom de persoon horen	hoort	horen	5	11	plural	singular	singular	De automobilisten wensen dat de meid bij de boom de persoon hoort.
De automobilisten denken dat de schrijver bij de stoel de persoon steunt	De automobilisten denken dat de schrijver bij de stoel de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De automobilisten denken dat de schrijver bij de stoel de persoon steunt.
De werkgevers denken dat de meid op de vrachtwagen de persoon kent	De werkgevers denken dat de meid op de vrachtwagen de persoon kennen	kent	kennen	5	11	plural	singular	singular	De werkgevers denken dat de meid op de vrachtwagen de persoon kent.
De werkgevers wensen dat de jongen op het bureau de persoon steunt	De werkgevers wensen dat de jongen op het bureau de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De werkgevers wensen dat de jongen op het bureau de persoon steunt.
De personen zien dat de man op de vrachtwagen de persoon verleidt	De personen zien dat de man op de vrachtwagen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De personen zien dat de man op de vrachtwagen de persoon verleidt.
De werkgevers wensen dat de schrijver op de fiets de persoon bekritiseert	De werkgevers wensen dat de schrijver op de fiets de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De werkgevers wensen dat de schrijver op de fiets de persoon bekritiseert.
De personen willen dat de jongen naast de boom de persoon verleidt	De personen willen dat de jongen naast de boom de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De personen willen dat de jongen naast de boom de persoon verleidt.
De personen geloven dat de jongen achter de tafel de persoon roept	De personen geloven dat de jongen achter de tafel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De personen geloven dat de jongen achter de tafel de persoon roept.
De personen zien dat de boer naast de boom de persoon steunt	De personen zien dat de boer naast de boom de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen zien dat de boer naast de boom de persoon steunt.
De personen zien dat de winnaar bij de vrachtwagen de persoon hoort	De personen zien dat de winnaar bij de vrachtwagen de persoon horen	hoort	horen	5	11	plural	singular	singular	De personen zien dat de winnaar bij de vrachtwagen de persoon hoort.
De personen denken dat de meid op de vrachtwagen de persoon hoort	De personen denken dat de meid op de vrachtwagen de persoon horen	hoort	horen	5	11	plural	singular	singular	De personen denken dat de meid op de vrachtwagen de persoon hoort.
De automobilisten wensen dat de winnaar achter de stoel de persoon onderzoekt	De automobilisten wensen dat de winnaar achter de stoel de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De automobilisten wensen dat de winnaar achter de stoel de persoon onderzoekt.
De automobilisten willen dat de meid achter het bureau de persoon onderzoekt	De automobilisten willen dat de meid achter het bureau de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De automobilisten willen dat de meid achter het bureau de persoon onderzoekt.
De automobilisten denken dat de meid op het bureau de persoon bekritiseert	De automobilisten denken dat de meid op het bureau de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten denken dat de meid op het bureau de persoon bekritiseert.
De personen zien dat de jongen naast de fiets de persoon kent	De personen zien dat de jongen naast de fiets de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen zien dat de jongen naast de fiets de persoon kent.
De werkgevers wensen dat de boer naast de vrachtwagen de persoon kent	De werkgevers wensen dat de boer naast de vrachtwagen de persoon kennen	kent	kennen	5	11	plural	singular	singular	De werkgevers wensen dat de boer naast de vrachtwagen de persoon kent.
De personen denken dat de schrijver op het raam de persoon kent	De personen denken dat de schrijver op het raam de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen denken dat de schrijver op het raam de persoon kent.
De personen denken dat de boer achter het raam de persoon steunt	De personen denken dat de boer achter het raam de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen denken dat de boer achter het raam de persoon steunt.
De automobilisten wensen dat de jongen op de stoel de persoon roept	De automobilisten wensen dat de jongen op de stoel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De automobilisten wensen dat de jongen op de stoel de persoon roept.
De automobilisten denken dat de winnaar naast de fiets de persoon bekritiseert	De automobilisten denken dat de winnaar naast de fiets de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten denken dat de winnaar naast de fiets de persoon bekritiseert.
De automobilisten zien dat de schrijver op de boom de persoon kent	De automobilisten zien dat de schrijver op de boom de persoon kennen	kent	kennen	5	11	plural	singular	singular	De automobilisten zien dat de schrijver op de boom de persoon kent.
De automobilisten denken dat de man naast de stoel de persoon stimuleert	De automobilisten denken dat de man naast de stoel de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De automobilisten denken dat de man naast de stoel de persoon stimuleert.
De werkgevers geloven dat de schrijver op de fiets de persoon onderzoekt	De werkgevers geloven dat de schrijver op de fiets de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De werkgevers geloven dat de schrijver op de fiets de persoon onderzoekt.
De automobilisten willen dat de boer bij de boom de persoon onderzoekt	De automobilisten willen dat de boer bij de boom de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De automobilisten willen dat de boer bij de boom de persoon onderzoekt.
De automobilisten denken dat de boer naast de vrachtwagen de persoon hoort	De automobilisten denken dat de boer naast de vrachtwagen de persoon horen	hoort	horen	5	11	plural	singular	singular	De automobilisten denken dat de boer naast de vrachtwagen de persoon hoort.
De automobilisten geloven dat de meid naast de fiets de persoon onderzoekt	De automobilisten geloven dat de meid naast de fiets de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De automobilisten geloven dat de meid naast de fiets de persoon onderzoekt.
De werkgevers wensen dat de jongen naast de tafel de persoon onderzoekt	De werkgevers wensen dat de jongen naast de tafel de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De werkgevers wensen dat de jongen naast de tafel de persoon onderzoekt.
De werkgevers geloven dat de inwoner op de boom de persoon stimuleert	De werkgevers geloven dat de inwoner op de boom de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers geloven dat de inwoner op de boom de persoon stimuleert.
De personen willen dat de jongen naast het bureau de persoon bekritiseert	De personen willen dat de jongen naast het bureau de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De personen willen dat de jongen naast het bureau de persoon bekritiseert.
De automobilisten geloven dat de meid op de vrachtwagen de persoon steunt	De automobilisten geloven dat de meid op de vrachtwagen de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De automobilisten geloven dat de meid op de vrachtwagen de persoon steunt.
De werkgevers geloven dat de winnaar bij de tafel de persoon steunt	De werkgevers geloven dat de winnaar bij de tafel de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De werkgevers geloven dat de winnaar bij de tafel de persoon steunt.
De personen wensen dat de jongen naast het bureau de persoon verleidt	De personen wensen dat de jongen naast het bureau de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De personen wensen dat de jongen naast het bureau de persoon verleidt.
De werkgevers denken dat de man achter het raam de persoon kent	De werkgevers denken dat de man achter het raam de persoon kennen	kent	kennen	5	11	plural	singular	singular	De werkgevers denken dat de man achter het raam de persoon kent.
De werkgevers willen dat de boer bij de boom de persoon verleidt	De werkgevers willen dat de boer bij de boom de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De werkgevers willen dat de boer bij de boom de persoon verleidt.
De werkgevers wensen dat de jongen bij het raam de persoon stimuleert	De werkgevers wensen dat de jongen bij het raam de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers wensen dat de jongen bij het raam de persoon stimuleert.
De werkgevers wensen dat de advocaat op de boom de persoon steunt	De werkgevers wensen dat de advocaat op de boom de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De werkgevers wensen dat de advocaat op de boom de persoon steunt.
De werkgevers willen dat de jongen naast het raam de persoon stimuleert	De werkgevers willen dat de jongen naast het raam de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers willen dat de jongen naast het raam de persoon stimuleert.
De personen denken dat de meid achter de tafel de persoon roept	De personen denken dat de meid achter de tafel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De personen denken dat de meid achter de tafel de persoon roept.
De werkgevers denken dat de meid op de fiets de persoon steunt	De werkgevers denken dat de meid op de fiets de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De werkgevers denken dat de meid op de fiets de persoon steunt.
De personen wensen dat de inwoner op de boom de persoon roept	De personen wensen dat de inwoner op de boom de persoon roepen	roept	roepen	5	11	plural	singular	singular	De personen wensen dat de inwoner op de boom de persoon roept.
De automobilisten geloven dat de jongen naast het raam de persoon steunt	De automobilisten geloven dat de jongen naast het raam de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De automobilisten geloven dat de jongen naast het raam de persoon steunt.
De automobilisten willen dat de boer achter het raam de persoon stimuleert	De automobilisten willen dat de boer achter het raam de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De automobilisten willen dat de boer achter het raam de persoon stimuleert.
De personen geloven dat de advocaat bij de boom de persoon roept	De personen geloven dat de advocaat bij de boom de persoon roepen	roept	roepen	5	11	plural	singular	singular	De personen geloven dat de advocaat bij de boom de persoon roept.
De werkgevers geloven dat de boer bij de fiets de persoon verleidt	De werkgevers geloven dat de boer bij de fiets de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De werkgevers geloven dat de boer bij de fiets de persoon verleidt.
De personen denken dat de jongen naast de stoel de persoon bekritiseert	De personen denken dat de jongen naast de stoel de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De personen denken dat de jongen naast de stoel de persoon bekritiseert.
De werkgevers denken dat de meid op de tafel de persoon roept	De werkgevers denken dat de meid op de tafel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De werkgevers denken dat de meid op de tafel de persoon roept.
De werkgevers zien dat de meid op de vrachtwagen de persoon hoort	De werkgevers zien dat de meid op de vrachtwagen de persoon horen	hoort	horen	5	11	plural	singular	singular	De werkgevers zien dat de meid op de vrachtwagen de persoon hoort.
De personen willen dat de man op het raam de persoon kent	De personen willen dat de man op het raam de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen willen dat de man op het raam de persoon kent.
De werkgevers denken dat de advocaat naast de tafel de persoon roept	De werkgevers denken dat de advocaat naast de tafel de persoon roepen	roept	roepen	5	11	plural	singular	singular	De werkgevers denken dat de advocaat naast de tafel de persoon roept.
De personen willen dat de winnaar achter het bureau de persoon kent	De personen willen dat de winnaar achter het bureau de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen willen dat de winnaar achter het bureau de persoon kent.
De automobilisten willen dat de advocaat achter de tafel de persoon bekritiseert	De automobilisten willen dat de advocaat achter de tafel de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten willen dat de advocaat achter de tafel de persoon bekritiseert.
De werkgevers denken dat de schrijver achter de vrachtwagen de persoon stimuleert	De werkgevers denken dat de schrijver achter de vrachtwagen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers denken dat de schrijver achter de vrachtwagen de persoon stimuleert.
De personen willen dat de man achter het bureau de persoon stimuleert	De personen willen dat de man achter het bureau de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De personen willen dat de man achter het bureau de persoon stimuleert.
De werkgevers denken dat de boer achter de tafel de persoon onderzoekt	De werkgevers denken dat de boer achter de tafel de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De werkgevers denken dat de boer achter de tafel de persoon onderzoekt.
De personen denken dat de jongen naast de boom de persoon roept	De personen denken dat de jongen naast de boom de persoon roepen	roept	roepen	5	11	plural	singular	singular	De personen denken dat de jongen naast de boom de persoon roept.
De personen wensen dat de jongen achter de fiets de persoon steunt	De personen wensen dat de jongen achter de fiets de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen wensen dat de jongen achter de fiets de persoon steunt.
De automobilisten wensen dat de man op het raam de persoon bekritiseert	De automobilisten wensen dat de man op het raam de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten wensen dat de man op het raam de persoon bekritiseert.
De automobilisten denken dat de man bij het bureau de persoon bekritiseert	De automobilisten denken dat de man bij het bureau de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten denken dat de man bij het bureau de persoon bekritiseert.
De werkgevers wensen dat de boer op de fiets de persoon stimuleert	De werkgevers wensen dat de boer op de fiets de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers wensen dat de boer op de fiets de persoon stimuleert.
De personen wensen dat de schrijver achter de fiets de persoon roept	De personen wensen dat de schrijver achter de fiets de persoon roepen	roept	roepen	5	11	plural	singular	singular	De personen wensen dat de schrijver achter de fiets de persoon roept.
De werkgevers wensen dat de meid op het raam de persoon bekritiseert	De werkgevers wensen dat de meid op het raam de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De werkgevers wensen dat de meid op het raam de persoon bekritiseert.
De automobilisten denken dat de boer op de stoel de persoon bekritiseert	De automobilisten denken dat de boer op de stoel de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten denken dat de boer op de stoel de persoon bekritiseert.
De automobilisten denken dat de man op de boom de persoon onderzoekt	De automobilisten denken dat de man op de boom de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De automobilisten denken dat de man op de boom de persoon onderzoekt.
De werkgevers willen dat de boer naast de vrachtwagen de persoon stimuleert	De werkgevers willen dat de boer naast de vrachtwagen de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De werkgevers willen dat de boer naast de vrachtwagen de persoon stimuleert.
De personen denken dat de boer bij het raam de persoon kent	De personen denken dat de boer bij het raam de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen denken dat de boer bij het raam de persoon kent.
De personen zien dat de advocaat achter de stoel de persoon kent	De personen zien dat de advocaat achter de stoel de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen zien dat de advocaat achter de stoel de persoon kent.
De automobilisten wensen dat de man naast de vrachtwagen de persoon verleidt	De automobilisten wensen dat de man naast de vrachtwagen de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De automobilisten wensen dat de man naast de vrachtwagen de persoon verleidt.
De werkgevers willen dat de boer achter de fiets de persoon hoort	De werkgevers willen dat de boer achter de fiets de persoon horen	hoort	horen	5	11	plural	singular	singular	De werkgevers willen dat de boer achter de fiets de persoon hoort.
De personen zien dat de meid naast de stoel de persoon kent	De personen zien dat de meid naast de stoel de persoon kennen	kent	kennen	5	11	plural	singular	singular	De personen zien dat de meid naast de stoel de persoon kent.
De werkgevers willen dat de boer bij de stoel de persoon verleidt	De werkgevers willen dat de boer bij de stoel de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De werkgevers willen dat de boer bij de stoel de persoon verleidt.
De personen willen dat de man naast de stoel de persoon stimuleert	De personen willen dat de man naast de stoel de persoon stimuleren	stimuleert	stimuleren	5	11	plural	singular	singular	De personen willen dat de man naast de stoel de persoon stimuleert.
De werkgevers wensen dat de schrijver op het raam de persoon verleidt	De werkgevers wensen dat de schrijver op het raam de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De werkgevers wensen dat de schrijver op het raam de persoon verleidt.
De automobilisten geloven dat de advocaat op de fiets de persoon bekritiseert	De automobilisten geloven dat de advocaat op de fiets de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten geloven dat de advocaat op de fiets de persoon bekritiseert.
De werkgevers geloven dat de meid op de stoel de persoon onderzoekt	De werkgevers geloven dat de meid op de stoel de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De werkgevers geloven dat de meid op de stoel de persoon onderzoekt.
De automobilisten geloven dat de schrijver bij de fiets de persoon bekritiseert	De automobilisten geloven dat de schrijver bij de fiets de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De automobilisten geloven dat de schrijver bij de fiets de persoon bekritiseert.
De personen willen dat de meid achter de boom de persoon onderzoekt	De personen willen dat de meid achter de boom de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De personen willen dat de meid achter de boom de persoon onderzoekt.
De personen willen dat de man naast de fiets de persoon steunt	De personen willen dat de man naast de fiets de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De personen willen dat de man naast de fiets de persoon steunt.
De werkgevers denken dat de schrijver achter de boom de persoon roept	De werkgevers denken dat de schrijver achter de boom de persoon roepen	roept	roepen	5	11	plural	singular	singular	De werkgevers denken dat de schrijver achter de boom de persoon roept.
De personen geloven dat de jongen naast de stoel de persoon bekritiseert	De personen geloven dat de jongen naast de stoel de persoon bekritiseren	bekritiseert	bekritiseren	5	11	plural	singular	singular	De personen geloven dat de jongen naast de stoel de persoon bekritiseert.
De personen zien dat de schrijver achter het raam de persoon verleidt	De personen zien dat de schrijver achter het raam de persoon verleiden	verleidt	verleiden	5	11	plural	singular	singular	De personen zien dat de schrijver achter het raam de persoon verleidt.
De werkgevers zien dat de schrijver op de fiets de persoon kent	De werkgevers zien dat de schrijver op de fiets de persoon kennen	kent	kennen	5	11	plural	singular	singular	De werkgevers zien dat de schrijver op de fiets de persoon kent.
De werkgevers geloven dat de winnaar op het raam de persoon onderzoekt	De werkgevers geloven dat de winnaar op het raam de persoon onderzoeken	onderzoekt	onderzoeken	5	11	plural	singular	singular	De werkgevers geloven dat de winnaar op het raam de persoon onderzoekt.
De automobilisten willen dat de schrijver achter de stoel de persoon steunt	De automobilisten willen dat de schrijver achter de stoel de persoon steunen	steunt	steunen	5	11	plural	singular	singular	De automobilisten willen dat de schrijver achter de stoel de persoon steunt.
