agreement	disagreement	correct_verb	incorrect_verb	subject_index	verb_index	number1	completed
De groep moeders verleidt	De groep moeders verleiden	verleidt	verleiden	1	3	singular	De groep moeders verleidt de persoon.
De groep moeders herkent	De groep moeders herkennen	herkent	herkennen	1	3	singular	De groep moeders herkent de persoon.
De groep moeders vertrouwt	De groep moeders vertrouwen	vertrouwt	vertrouwen	1	3	singular	De groep moeders vertrouwt de persoon.
De groep moeders hoort	De groep moeders horen	hoort	horen	1	3	singular	De groep moeders hoort de persoon.
De groep moeders groet	De groep moeders groeten	groet	groeten	1	3	singular	De groep moeders groet de persoon.
De groep moeders ziet	De groep moeders zien	ziet	zien	1	3	singular	De groep moeders ziet de persoon.
De groep moeders kent	De groep moeders kennen	kent	kennen	1	3	singular	De groep moeders kent de persoon.
De groep moeders bekritiseert	De groep moeders bekritiseren	bekritiseert	bekritiseren	1	3	singular	De groep moeders bekritiseert de persoon.
De groep moeders mist	De groep moeders missen	mist	missen	1	3	singular	De groep moeders mist de persoon.
De groep moeders roept	De groep moeders roepen	roept	roepen	1	3	singular	De groep moeders roept de persoon.
De groep moeders onderzoekt	De groep moeders onderzoeken	onderzoekt	onderzoeken	1	3	singular	De groep moeders onderzoekt de persoon.
De groep moeders vermijdt	De groep moeders vermijden	vermijdt	vermijden	1	3	singular	De groep moeders vermijdt de persoon.
De groep moeders stimuleert	De groep moeders stimuleren	stimuleert	stimuleren	1	3	singular	De groep moeders stimuleert de persoon.
De groep dichters begrijpt	De groep dichters begrijpen	begrijpt	begrijpen	1	3	singular	De groep dichters begrijpt de persoon.
De groep dichters verleidt	De groep dichters verleiden	verleidt	verleiden	1	3	singular	De groep dichters verleidt de persoon.
De groep dichters herkent	De groep dichters herkennen	herkent	herkennen	1	3	singular	De groep dichters herkent de persoon.
De groep dichters vertrouwt	De groep dichters vertrouwen	vertrouwt	vertrouwen	1	3	singular	De groep dichters vertrouwt de persoon.
De groep dichters hoort	De groep dichters horen	hoort	horen	1	3	singular	De groep dichters hoort de persoon.
De groep dichters groet	De groep dichters groeten	groet	groeten	1	3	singular	De groep dichters groet de persoon.
De groep dichters ziet	De groep dichters zien	ziet	zien	1	3	singular	De groep dichters ziet de persoon.
De groep dichters kent	De groep dichters kennen	kent	kennen	1	3	singular	De groep dichters kent de persoon.
De groep dichters bekritiseert	De groep dichters bekritiseren	bekritiseert	bekritiseren	1	3	singular	De groep dichters bekritiseert de persoon.
De groep dichters mist	De groep dichters missen	mist	missen	1	3	singular	De groep dichters mist de persoon.
De groep dichters roept	De groep dichters roepen	roept	roepen	1	3	singular	De groep dichters roept de persoon.
De groep dichters onderzoekt	De groep dichters onderzoeken	onderzoekt	onderzoeken	1	3	singular	De groep dichters onderzoekt de persoon.
De groep dichters vermijdt	De groep dichters vermijden	vermijdt	vermijden	1	3	singular	De groep dichters vermijdt de persoon.
De groep dichters stimuleert	De groep dichters stimuleren	stimuleert	stimuleren	1	3	singular	De groep dichters stimuleert de persoon.
De groep zangers begrijpt	De groep zangers begrijpen	begrijpt	begrijpen	1	3	singular	De groep zangers begrijpt de persoon.
De groep zangers verleidt	De groep zangers verleiden	verleidt	verleiden	1	3	singular	De groep zangers verleidt de persoon.
De groep zangers herkent	De groep zangers herkennen	herkent	herkennen	1	3	singular	De groep zangers herkent de persoon.
De groep zangers vertrouwt	De groep zangers vertrouwen	vertrouwt	vertrouwen	1	3	singular	De groep zangers vertrouwt de persoon.
De groep zangers hoort	De groep zangers horen	hoort	horen	1	3	singular	De groep zangers hoort de persoon.
De groep zangers groet	De groep zangers groeten	groet	groeten	1	3	singular	De groep zangers groet de persoon.
De groep zangers ziet	De groep zangers zien	ziet	zien	1	3	singular	De groep zangers ziet de persoon.
De groep zangers kent	De groep zangers kennen	kent	kennen	1	3	singular	De groep zangers kent de persoon.
De groep zangers bekritiseert	De groep zangers bekritiseren	bekritiseert	bekritiseren	1	3	singular	De groep zangers bekritiseert de persoon.
De groep zangers mist	De groep zangers missen	mist	missen	1	3	singular	De groep zangers mist de persoon.
De groep zangers roept	De groep zangers roepen	roept	roepen	1	3	singular	De groep zangers roept de persoon.
De groep zangers onderzoekt	De groep zangers onderzoeken	onderzoekt	onderzoeken	1	3	singular	De groep zangers onderzoekt de persoon.
De groep zangers vermijdt	De groep zangers vermijden	vermijdt	vermijden	1	3	singular	De groep zangers vermijdt de persoon.
De groep zangers stimuleert	De groep zangers stimuleren	stimuleert	stimuleren	1	3	singular	De groep zangers stimuleert de persoon.
De groep vrienden begrijpt	De groep vrienden begrijpen	begrijpt	begrijpen	1	3	singular	De groep vrienden begrijpt de persoon.
De groep vrienden verleidt	De groep vrienden verleiden	verleidt	verleiden	1	3	singular	De groep vrienden verleidt de persoon.
De groep vrienden herkent	De groep vrienden herkennen	herkent	herkennen	1	3	singular	De groep vrienden herkent de persoon.
De groep vrienden vertrouwt	De groep vrienden vertrouwen	vertrouwt	vertrouwen	1	3	singular	De groep vrienden vertrouwt de persoon.
De groep vrienden hoort	De groep vrienden horen	hoort	horen	1	3	singular	De groep vrienden hoort de persoon.
De groep vrienden groet	De groep vrienden groeten	groet	groeten	1	3	singular	De groep vrienden groet de persoon.
De groep vrienden ziet	De groep vrienden zien	ziet	zien	1	3	singular	De groep vrienden ziet de persoon.
De groep vrienden kent	De groep vrienden kennen	kent	kennen	1	3	singular	De groep vrienden kent de persoon.
De groep vrienden bekritiseert	De groep vrienden bekritiseren	bekritiseert	bekritiseren	1	3	singular	De groep vrienden bekritiseert de persoon.
De groep vrienden mist	De groep vrienden missen	mist	missen	1	3	singular	De groep vrienden mist de persoon.
De groep vrienden roept	De groep vrienden roepen	roept	roepen	1	3	singular	De groep vrienden roept de persoon.
De groep vrienden onderzoekt	De groep vrienden onderzoeken	onderzoekt	onderzoeken	1	3	singular	De groep vrienden onderzoekt de persoon.
De groep vrienden vermijdt	De groep vrienden vermijden	vermijdt	vermijden	1	3	singular	De groep vrienden vermijdt de persoon.
De groep vrienden stimuleert	De groep vrienden stimuleren	stimuleert	stimuleren	1	3	singular	De groep vrienden stimuleert de persoon.
Het aantal vrouwen begrijpt	Het aantal vrouwen begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal vrouwen begrijpt de persoon.
Het aantal vrouwen verleidt	Het aantal vrouwen verleiden	verleidt	verleiden	1	3	singular	Het aantal vrouwen verleidt de persoon.
Het aantal vrouwen herkent	Het aantal vrouwen herkennen	herkent	herkennen	1	3	singular	Het aantal vrouwen herkent de persoon.
Het aantal vrouwen vertrouwt	Het aantal vrouwen vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal vrouwen vertrouwt de persoon.
Het aantal vrouwen hoort	Het aantal vrouwen horen	hoort	horen	1	3	singular	Het aantal vrouwen hoort de persoon.
Het aantal vrouwen groet	Het aantal vrouwen groeten	groet	groeten	1	3	singular	Het aantal vrouwen groet de persoon.
Het aantal vrouwen ziet	Het aantal vrouwen zien	ziet	zien	1	3	singular	Het aantal vrouwen ziet de persoon.
Het aantal vrouwen kent	Het aantal vrouwen kennen	kent	kennen	1	3	singular	Het aantal vrouwen kent de persoon.
Het aantal vrouwen bekritiseert	Het aantal vrouwen bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal vrouwen bekritiseert de persoon.
Het aantal vrouwen mist	Het aantal vrouwen missen	mist	missen	1	3	singular	Het aantal vrouwen mist de persoon.
Het aantal vrouwen roept	Het aantal vrouwen roepen	roept	roepen	1	3	singular	Het aantal vrouwen roept de persoon.
Het aantal vrouwen onderzoekt	Het aantal vrouwen onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal vrouwen onderzoekt de persoon.
Het aantal vrouwen vermijdt	Het aantal vrouwen vermijden	vermijdt	vermijden	1	3	singular	Het aantal vrouwen vermijdt de persoon.
Het aantal vrouwen stimuleert	Het aantal vrouwen stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal vrouwen stimuleert de persoon.
Het aantal boeren begrijpt	Het aantal boeren begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal boeren begrijpt de persoon.
Het aantal boeren verleidt	Het aantal boeren verleiden	verleidt	verleiden	1	3	singular	Het aantal boeren verleidt de persoon.
Het aantal boeren herkent	Het aantal boeren herkennen	herkent	herkennen	1	3	singular	Het aantal boeren herkent de persoon.
Het aantal boeren vertrouwt	Het aantal boeren vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal boeren vertrouwt de persoon.
Het aantal boeren hoort	Het aantal boeren horen	hoort	horen	1	3	singular	Het aantal boeren hoort de persoon.
Het aantal boeren groet	Het aantal boeren groeten	groet	groeten	1	3	singular	Het aantal boeren groet de persoon.
Het aantal boeren ziet	Het aantal boeren zien	ziet	zien	1	3	singular	Het aantal boeren ziet de persoon.
Het aantal boeren kent	Het aantal boeren kennen	kent	kennen	1	3	singular	Het aantal boeren kent de persoon.
Het aantal boeren bekritiseert	Het aantal boeren bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal boeren bekritiseert de persoon.
Het aantal boeren mist	Het aantal boeren missen	mist	missen	1	3	singular	Het aantal boeren mist de persoon.
Het aantal boeren roept	Het aantal boeren roepen	roept	roepen	1	3	singular	Het aantal boeren roept de persoon.
Het aantal boeren onderzoekt	Het aantal boeren onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal boeren onderzoekt de persoon.
Het aantal boeren vermijdt	Het aantal boeren vermijden	vermijdt	vermijden	1	3	singular	Het aantal boeren vermijdt de persoon.
Het aantal boeren stimuleert	Het aantal boeren stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal boeren stimuleert de persoon.
Het aantal doktoren begrijpt	Het aantal doktoren begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal doktoren begrijpt de persoon.
Het aantal doktoren verleidt	Het aantal doktoren verleiden	verleidt	verleiden	1	3	singular	Het aantal doktoren verleidt de persoon.
Het aantal doktoren herkent	Het aantal doktoren herkennen	herkent	herkennen	1	3	singular	Het aantal doktoren herkent de persoon.
Het aantal doktoren vertrouwt	Het aantal doktoren vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal doktoren vertrouwt de persoon.
Het aantal doktoren hoort	Het aantal doktoren horen	hoort	horen	1	3	singular	Het aantal doktoren hoort de persoon.
Het aantal doktoren groet	Het aantal doktoren groeten	groet	groeten	1	3	singular	Het aantal doktoren groet de persoon.
Het aantal doktoren ziet	Het aantal doktoren zien	ziet	zien	1	3	singular	Het aantal doktoren ziet de persoon.
Het aantal doktoren kent	Het aantal doktoren kennen	kent	kennen	1	3	singular	Het aantal doktoren kent de persoon.
Het aantal doktoren bekritiseert	Het aantal doktoren bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal doktoren bekritiseert de persoon.
Het aantal doktoren mist	Het aantal doktoren missen	mist	missen	1	3	singular	Het aantal doktoren mist de persoon.
Het aantal doktoren roept	Het aantal doktoren roepen	roept	roepen	1	3	singular	Het aantal doktoren roept de persoon.
Het aantal doktoren onderzoekt	Het aantal doktoren onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal doktoren onderzoekt de persoon.
Het aantal doktoren vermijdt	Het aantal doktoren vermijden	vermijdt	vermijden	1	3	singular	Het aantal doktoren vermijdt de persoon.
Het aantal doktoren stimuleert	Het aantal doktoren stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal doktoren stimuleert de persoon.
Het aantal ooms begrijpt	Het aantal ooms begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal ooms begrijpt de persoon.
Het aantal ooms verleidt	Het aantal ooms verleiden	verleidt	verleiden	1	3	singular	Het aantal ooms verleidt de persoon.
Het aantal ooms herkent	Het aantal ooms herkennen	herkent	herkennen	1	3	singular	Het aantal ooms herkent de persoon.
Het aantal ooms vertrouwt	Het aantal ooms vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal ooms vertrouwt de persoon.
Het aantal ooms hoort	Het aantal ooms horen	hoort	horen	1	3	singular	Het aantal ooms hoort de persoon.
Het aantal ooms groet	Het aantal ooms groeten	groet	groeten	1	3	singular	Het aantal ooms groet de persoon.
Het aantal ooms ziet	Het aantal ooms zien	ziet	zien	1	3	singular	Het aantal ooms ziet de persoon.
Het aantal ooms kent	Het aantal ooms kennen	kent	kennen	1	3	singular	Het aantal ooms kent de persoon.
Het aantal ooms bekritiseert	Het aantal ooms bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal ooms bekritiseert de persoon.
Het aantal ooms mist	Het aantal ooms missen	mist	missen	1	3	singular	Het aantal ooms mist de persoon.
Het aantal ooms roept	Het aantal ooms roepen	roept	roepen	1	3	singular	Het aantal ooms roept de persoon.
Het aantal ooms onderzoekt	Het aantal ooms onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal ooms onderzoekt de persoon.
Het aantal ooms vermijdt	Het aantal ooms vermijden	vermijdt	vermijden	1	3	singular	Het aantal ooms vermijdt de persoon.
Het aantal ooms stimuleert	Het aantal ooms stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal ooms stimuleert de persoon.
Het aantal jongens begrijpt	Het aantal jongens begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal jongens begrijpt de persoon.
Het aantal jongens verleidt	Het aantal jongens verleiden	verleidt	verleiden	1	3	singular	Het aantal jongens verleidt de persoon.
Het aantal jongens herkent	Het aantal jongens herkennen	herkent	herkennen	1	3	singular	Het aantal jongens herkent de persoon.
Het aantal jongens vertrouwt	Het aantal jongens vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal jongens vertrouwt de persoon.
Het aantal jongens hoort	Het aantal jongens horen	hoort	horen	1	3	singular	Het aantal jongens hoort de persoon.
Het aantal jongens groet	Het aantal jongens groeten	groet	groeten	1	3	singular	Het aantal jongens groet de persoon.
Het aantal jongens ziet	Het aantal jongens zien	ziet	zien	1	3	singular	Het aantal jongens ziet de persoon.
Het aantal jongens kent	Het aantal jongens kennen	kent	kennen	1	3	singular	Het aantal jongens kent de persoon.
Het aantal jongens bekritiseert	Het aantal jongens bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal jongens bekritiseert de persoon.
Het aantal jongens mist	Het aantal jongens missen	mist	missen	1	3	singular	Het aantal jongens mist de persoon.
Het aantal jongens roept	Het aantal jongens roepen	roept	roepen	1	3	singular	Het aantal jongens roept de persoon.
Het aantal jongens onderzoekt	Het aantal jongens onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal jongens onderzoekt de persoon.
Het aantal jongens vermijdt	Het aantal jongens vermijden	vermijdt	vermijden	1	3	singular	Het aantal jongens vermijdt de persoon.
Het aantal jongens stimuleert	Het aantal jongens stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal jongens stimuleert de persoon.
Het aantal meiden begrijpt	Het aantal meiden begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal meiden begrijpt de persoon.
Het aantal meiden verleidt	Het aantal meiden verleiden	verleidt	verleiden	1	3	singular	Het aantal meiden verleidt de persoon.
Het aantal meiden herkent	Het aantal meiden herkennen	herkent	herkennen	1	3	singular	Het aantal meiden herkent de persoon.
Het aantal meiden vertrouwt	Het aantal meiden vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal meiden vertrouwt de persoon.
Het aantal meiden hoort	Het aantal meiden horen	hoort	horen	1	3	singular	Het aantal meiden hoort de persoon.
Het aantal meiden groet	Het aantal meiden groeten	groet	groeten	1	3	singular	Het aantal meiden groet de persoon.
Het aantal meiden ziet	Het aantal meiden zien	ziet	zien	1	3	singular	Het aantal meiden ziet de persoon.
Het aantal meiden kent	Het aantal meiden kennen	kent	kennen	1	3	singular	Het aantal meiden kent de persoon.
Het aantal meiden bekritiseert	Het aantal meiden bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal meiden bekritiseert de persoon.
Het aantal meiden mist	Het aantal meiden missen	mist	missen	1	3	singular	Het aantal meiden mist de persoon.
Het aantal meiden roept	Het aantal meiden roepen	roept	roepen	1	3	singular	Het aantal meiden roept de persoon.
Het aantal meiden onderzoekt	Het aantal meiden onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal meiden onderzoekt de persoon.
Het aantal meiden vermijdt	Het aantal meiden vermijden	vermijdt	vermijden	1	3	singular	Het aantal meiden vermijdt de persoon.
Het aantal meiden stimuleert	Het aantal meiden stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal meiden stimuleert de persoon.
Het aantal timmermannen begrijpt	Het aantal timmermannen begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal timmermannen begrijpt de persoon.
Het aantal timmermannen verleidt	Het aantal timmermannen verleiden	verleidt	verleiden	1	3	singular	Het aantal timmermannen verleidt de persoon.
Het aantal timmermannen herkent	Het aantal timmermannen herkennen	herkent	herkennen	1	3	singular	Het aantal timmermannen herkent de persoon.
Het aantal timmermannen vertrouwt	Het aantal timmermannen vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal timmermannen vertrouwt de persoon.
Het aantal timmermannen hoort	Het aantal timmermannen horen	hoort	horen	1	3	singular	Het aantal timmermannen hoort de persoon.
Het aantal timmermannen groet	Het aantal timmermannen groeten	groet	groeten	1	3	singular	Het aantal timmermannen groet de persoon.
Het aantal timmermannen ziet	Het aantal timmermannen zien	ziet	zien	1	3	singular	Het aantal timmermannen ziet de persoon.
Het aantal timmermannen kent	Het aantal timmermannen kennen	kent	kennen	1	3	singular	Het aantal timmermannen kent de persoon.
Het aantal timmermannen bekritiseert	Het aantal timmermannen bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal timmermannen bekritiseert de persoon.
Het aantal timmermannen mist	Het aantal timmermannen missen	mist	missen	1	3	singular	Het aantal timmermannen mist de persoon.
Het aantal timmermannen roept	Het aantal timmermannen roepen	roept	roepen	1	3	singular	Het aantal timmermannen roept de persoon.
Het aantal timmermannen onderzoekt	Het aantal timmermannen onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal timmermannen onderzoekt de persoon.
Het aantal timmermannen vermijdt	Het aantal timmermannen vermijden	vermijdt	vermijden	1	3	singular	Het aantal timmermannen vermijdt de persoon.
Het aantal timmermannen stimuleert	Het aantal timmermannen stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal timmermannen stimuleert de persoon.
Het aantal tantes begrijpt	Het aantal tantes begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal tantes begrijpt de persoon.
Het aantal tantes verleidt	Het aantal tantes verleiden	verleidt	verleiden	1	3	singular	Het aantal tantes verleidt de persoon.
Het aantal tantes herkent	Het aantal tantes herkennen	herkent	herkennen	1	3	singular	Het aantal tantes herkent de persoon.
Het aantal tantes vertrouwt	Het aantal tantes vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal tantes vertrouwt de persoon.
Het aantal tantes hoort	Het aantal tantes horen	hoort	horen	1	3	singular	Het aantal tantes hoort de persoon.
Het aantal tantes groet	Het aantal tantes groeten	groet	groeten	1	3	singular	Het aantal tantes groet de persoon.
Het aantal tantes ziet	Het aantal tantes zien	ziet	zien	1	3	singular	Het aantal tantes ziet de persoon.
Het aantal tantes kent	Het aantal tantes kennen	kent	kennen	1	3	singular	Het aantal tantes kent de persoon.
Het aantal tantes bekritiseert	Het aantal tantes bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal tantes bekritiseert de persoon.
Het aantal tantes mist	Het aantal tantes missen	mist	missen	1	3	singular	Het aantal tantes mist de persoon.
Het aantal tantes roept	Het aantal tantes roepen	roept	roepen	1	3	singular	Het aantal tantes roept de persoon.
Het aantal tantes onderzoekt	Het aantal tantes onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal tantes onderzoekt de persoon.
Het aantal tantes vermijdt	Het aantal tantes vermijden	vermijdt	vermijden	1	3	singular	Het aantal tantes vermijdt de persoon.
Het aantal tantes stimuleert	Het aantal tantes stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal tantes stimuleert de persoon.
Het aantal mannen begrijpt	Het aantal mannen begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal mannen begrijpt de persoon.
Het aantal mannen verleidt	Het aantal mannen verleiden	verleidt	verleiden	1	3	singular	Het aantal mannen verleidt de persoon.
Het aantal mannen herkent	Het aantal mannen herkennen	herkent	herkennen	1	3	singular	Het aantal mannen herkent de persoon.
Het aantal mannen vertrouwt	Het aantal mannen vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal mannen vertrouwt de persoon.
Het aantal mannen hoort	Het aantal mannen horen	hoort	horen	1	3	singular	Het aantal mannen hoort de persoon.
Het aantal mannen groet	Het aantal mannen groeten	groet	groeten	1	3	singular	Het aantal mannen groet de persoon.
Het aantal mannen ziet	Het aantal mannen zien	ziet	zien	1	3	singular	Het aantal mannen ziet de persoon.
Het aantal mannen kent	Het aantal mannen kennen	kent	kennen	1	3	singular	Het aantal mannen kent de persoon.
Het aantal mannen bekritiseert	Het aantal mannen bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal mannen bekritiseert de persoon.
Het aantal mannen mist	Het aantal mannen missen	mist	missen	1	3	singular	Het aantal mannen mist de persoon.
Het aantal mannen roept	Het aantal mannen roepen	roept	roepen	1	3	singular	Het aantal mannen roept de persoon.
Het aantal mannen onderzoekt	Het aantal mannen onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal mannen onderzoekt de persoon.
Het aantal mannen vermijdt	Het aantal mannen vermijden	vermijdt	vermijden	1	3	singular	Het aantal mannen vermijdt de persoon.
Het aantal mannen stimuleert	Het aantal mannen stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal mannen stimuleert de persoon.
Het aantal vaders begrijpt	Het aantal vaders begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal vaders begrijpt de persoon.
Het aantal vaders verleidt	Het aantal vaders verleiden	verleidt	verleiden	1	3	singular	Het aantal vaders verleidt de persoon.
Het aantal vaders herkent	Het aantal vaders herkennen	herkent	herkennen	1	3	singular	Het aantal vaders herkent de persoon.
Het aantal vaders vertrouwt	Het aantal vaders vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal vaders vertrouwt de persoon.
Het aantal vaders hoort	Het aantal vaders horen	hoort	horen	1	3	singular	Het aantal vaders hoort de persoon.
Het aantal vaders groet	Het aantal vaders groeten	groet	groeten	1	3	singular	Het aantal vaders groet de persoon.
Het aantal vaders ziet	Het aantal vaders zien	ziet	zien	1	3	singular	Het aantal vaders ziet de persoon.
Het aantal vaders kent	Het aantal vaders kennen	kent	kennen	1	3	singular	Het aantal vaders kent de persoon.
Het aantal vaders bekritiseert	Het aantal vaders bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal vaders bekritiseert de persoon.
Het aantal vaders mist	Het aantal vaders missen	mist	missen	1	3	singular	Het aantal vaders mist de persoon.
Het aantal vaders roept	Het aantal vaders roepen	roept	roepen	1	3	singular	Het aantal vaders roept de persoon.
Het aantal vaders onderzoekt	Het aantal vaders onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal vaders onderzoekt de persoon.
Het aantal vaders vermijdt	Het aantal vaders vermijden	vermijdt	vermijden	1	3	singular	Het aantal vaders vermijdt de persoon.
Het aantal vaders stimuleert	Het aantal vaders stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal vaders stimuleert de persoon.
Het aantal advocaten begrijpt	Het aantal advocaten begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal advocaten begrijpt de persoon.
Het aantal advocaten verleidt	Het aantal advocaten verleiden	verleidt	verleiden	1	3	singular	Het aantal advocaten verleidt de persoon.
Het aantal advocaten herkent	Het aantal advocaten herkennen	herkent	herkennen	1	3	singular	Het aantal advocaten herkent de persoon.
Het aantal advocaten vertrouwt	Het aantal advocaten vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal advocaten vertrouwt de persoon.
Het aantal advocaten hoort	Het aantal advocaten horen	hoort	horen	1	3	singular	Het aantal advocaten hoort de persoon.
Het aantal advocaten groet	Het aantal advocaten groeten	groet	groeten	1	3	singular	Het aantal advocaten groet de persoon.
Het aantal advocaten ziet	Het aantal advocaten zien	ziet	zien	1	3	singular	Het aantal advocaten ziet de persoon.
Het aantal advocaten kent	Het aantal advocaten kennen	kent	kennen	1	3	singular	Het aantal advocaten kent de persoon.
Het aantal advocaten bekritiseert	Het aantal advocaten bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal advocaten bekritiseert de persoon.
Het aantal advocaten mist	Het aantal advocaten missen	mist	missen	1	3	singular	Het aantal advocaten mist de persoon.
Het aantal advocaten roept	Het aantal advocaten roepen	roept	roepen	1	3	singular	Het aantal advocaten roept de persoon.
Het aantal advocaten onderzoekt	Het aantal advocaten onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal advocaten onderzoekt de persoon.
Het aantal advocaten vermijdt	Het aantal advocaten vermijden	vermijdt	vermijden	1	3	singular	Het aantal advocaten vermijdt de persoon.
Het aantal advocaten stimuleert	Het aantal advocaten stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal advocaten stimuleert de persoon.
Het aantal leraren begrijpt	Het aantal leraren begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal leraren begrijpt de persoon.
Het aantal leraren verleidt	Het aantal leraren verleiden	verleidt	verleiden	1	3	singular	Het aantal leraren verleidt de persoon.
Het aantal leraren herkent	Het aantal leraren herkennen	herkent	herkennen	1	3	singular	Het aantal leraren herkent de persoon.
Het aantal leraren vertrouwt	Het aantal leraren vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal leraren vertrouwt de persoon.
Het aantal leraren hoort	Het aantal leraren horen	hoort	horen	1	3	singular	Het aantal leraren hoort de persoon.
Het aantal leraren groet	Het aantal leraren groeten	groet	groeten	1	3	singular	Het aantal leraren groet de persoon.
Het aantal leraren ziet	Het aantal leraren zien	ziet	zien	1	3	singular	Het aantal leraren ziet de persoon.
Het aantal leraren kent	Het aantal leraren kennen	kent	kennen	1	3	singular	Het aantal leraren kent de persoon.
Het aantal leraren bekritiseert	Het aantal leraren bekritiseren	bekritiseert	bekritiseren	1	3	singular	Het aantal leraren bekritiseert de persoon.
Het aantal leraren mist	Het aantal leraren missen	mist	missen	1	3	singular	Het aantal leraren mist de persoon.
Het aantal leraren roept	Het aantal leraren roepen	roept	roepen	1	3	singular	Het aantal leraren roept de persoon.
Het aantal leraren onderzoekt	Het aantal leraren onderzoeken	onderzoekt	onderzoeken	1	3	singular	Het aantal leraren onderzoekt de persoon.
Het aantal leraren vermijdt	Het aantal leraren vermijden	vermijdt	vermijden	1	3	singular	Het aantal leraren vermijdt de persoon.
Het aantal leraren stimuleert	Het aantal leraren stimuleren	stimuleert	stimuleren	1	3	singular	Het aantal leraren stimuleert de persoon.
Het aantal moeders begrijpt	Het aantal moeders begrijpen	begrijpt	begrijpen	1	3	singular	Het aantal moeders begrijpt de persoon.
Het aantal moeders verleidt	Het aantal moeders verleiden	verleidt	verleiden	1	3	singular	Het aantal moeders verleidt de persoon.
Het aantal moeders herkent	Het aantal moeders herkennen	herkent	herkennen	1	3	singular	Het aantal moeders herkent de persoon.
Het aantal moeders vertrouwt	Het aantal moeders vertrouwen	vertrouwt	vertrouwen	1	3	singular	Het aantal moeders vertrouwt de persoon.
Het aantal moeders hoort	Het aantal moeders horen	hoort	horen	1	3	singular	Het aantal moeders hoort de persoon.
Het aantal moeders groet	Het aantal moeders groeten	groet	groeten	1	3	singular	Het aantal moeders groet de persoon.
Het aantal moeders ziet	Het aantal moeders zien	ziet	zien	1	3	singular	Het aantal moeders ziet de persoon.
Het aantal moeders kent	Het aantal moeders kennen	kent	kennen	1	3	singular	Het aantal moeders kent de persoon.
